,sentiment
2015-01-15,0.008662927981109814
2015-01-16,0.06083333333333335
2015-01-17,-0.07785714285714283
2015-01-18,0.0
2015-01-19,
2015-01-20,-0.049999999999999996
2015-01-21,0.08409090909090909
2015-01-22,0.03247955747955747
2015-01-23,0.15473484848484848
2015-01-24,0.09363636363636364
2015-01-25,0.08377976190476191
2015-01-26,0.0375
2015-01-27,-0.008974358974358974
2015-01-28,
2015-01-29,0.09362244897959184
2015-01-30,-0.007440476190476192
2015-01-31,-0.016666666666666663
2015-02-01,0.00255456349206349
2015-02-02,0.2628787878787879
2015-02-03,-0.11666666666666665
2015-02-04,0.04259259259259257
2015-02-05,-0.028125
2015-02-06,0.05515151515151516
2015-02-07,0.026156655844155843
2015-02-08,0.14444444444444446
2015-02-09,0.041666666666666664
2015-02-10,0.16666666666666666
2015-02-11,0.075
2015-02-12,0.14157986111111112
2015-02-13,0.023354978354978354
2015-02-14,0.06284722222222222
2015-02-15,0.12571428571428572
2015-02-16,0.020943877551020403
2015-02-17,0.1125
2015-02-18,0.08678451178451178
2015-02-19,-0.026041666666666668
2015-02-20,0.02575757575757576
2015-02-21,0.2
2015-02-22,0.24734848484848485
2015-02-23,0.0
2015-02-24,0.08583333333333334
2015-02-25,0.0851010101010101
2015-02-26,-0.019047619047619046
2015-02-27,0.001428571428571429
2015-02-28,
2015-03-01,
2015-03-02,
2015-03-03,0.18333333333333335
2015-03-04,0.004352453102453103
2015-03-05,-0.003333333333333334
2015-03-06,0.022491496598639454
2015-03-07,0.0
2015-03-08,0.0603956228956229
2015-03-09,-0.08131313131313132
2015-03-10,0.0
2015-03-11,0.12569444444444447
2015-03-12,0.024383116883116885
2015-03-13,-0.08541666666666667
2015-03-14,0.07016233766233768
2015-03-15,0.05916666666666666
2015-03-16,-0.09166666666666666
2015-03-17,0.06498015873015874
2015-03-18,-0.00833333333333334
2015-03-19,0.18735119047619048
2015-03-20,0.08359375000000001
2015-03-21,
2015-03-22,
2015-03-23,
2015-03-24,0.11567667414889637
2015-03-25,0.08333333333333333
2015-03-26,0.12916666666666668
2015-03-27,0.0
2015-03-28,-0.007142857142857133
2015-03-29,-0.07629629629629632
2015-03-30,0.008333333333333335
2015-03-31,0.07083333333333333
2015-04-01,0.046875
2015-04-02,0.0
2015-04-03,0.0925925925925926
2015-04-04,0.15
2015-04-05,0.0
2015-04-06,-0.010416666666666666
2015-04-07,0.05230620599938782
2015-04-08,0.04
2015-04-09,-0.006902356902356898
2015-04-10,-0.02
2015-04-11,-0.1381172839506173
2015-04-12,0.0375
2015-04-13,-0.06270396270396271
2015-04-14,0.06265432098765432
2015-04-15,0.05351731601731602
2015-04-16,-0.08710016835016836
2015-04-17,0.03125
2015-04-18,0.08541666666666667
2015-04-19,0.0
2015-04-20,-0.027777777777777776
2015-04-21,0.10654761904761904
2015-04-22,0.04958333333333333
2015-04-23,0.05
2015-04-24,0.18888888888888888
2015-04-25,0.0311111111111111
2015-04-26,0.0013020833333333322
2015-04-27,
2015-04-28,0.0
2015-04-29,
2015-04-30,0.46666666666666673
2015-05-01,
2015-05-02,
2015-05-03,
2015-05-04,-0.25
2015-05-05,0.0
2015-05-06,0.03125
2015-05-07,
2015-05-08,0.0
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,
2015-05-12,0.37857142857142856
2015-05-13,-0.00026455026455026413
2015-05-14,0.0
2015-05-15,0.03333333333333333
2015-05-16,0.0
2015-05-17,
2015-05-18,0.13304924242424243
2015-05-19,
2015-05-20,0.0
2015-05-21,
2015-05-22,
2015-05-23,
2015-05-24,
2015-05-25,-0.19642857142857142
2015-05-26,
2015-05-27,0.0
2015-05-28,
2015-05-29,
2015-05-30,
2015-05-31,0.0
2015-06-01,
2015-06-02,0.0
2015-06-03,
2015-06-04,
2015-06-05,0.2333333333333333
2015-06-06,
2015-06-07,-0.2
2015-06-08,
2015-06-09,-0.05000000000000001
2015-06-10,
2015-06-11,0.35
2015-06-12,0.0
2015-06-13,
2015-06-14,
2015-06-15,
2015-06-16,0.04545454545454545
2015-06-17,
2015-06-18,0.16507936507936508
2015-06-19,
2015-06-20,
2015-06-21,
2015-06-22,
2015-06-23,0.20714285714285713
2015-06-24,
2015-06-25,0.24999999999999997
2015-06-26,-0.17685185185185184
2015-06-27,
2015-06-28,
2015-06-29,
2015-06-30,
2015-07-01,-0.40625
2015-07-02,
2015-07-03,
2015-07-04,-0.06666666666666667
2015-07-05,
2015-07-06,0.0
2015-07-07,0.25
2015-07-08,
2015-07-09,
2015-07-10,
2015-07-11,
2015-07-12,
2015-07-13,-0.03333333333333333
2015-07-14,
2015-07-15,0.08333333333333333
2015-07-16,0.0875
2015-07-17,
2015-07-18,
2015-07-19,-0.09999999999999999
2015-07-20,0.0
2015-07-21,
2015-07-22,
2015-07-23,
2015-07-24,
2015-07-25,
2015-07-26,
2015-07-27,
2015-07-28,
2015-07-29,
2015-07-30,
2015-07-31,0.0
2015-08-01,-0.7749999999999999
2015-08-02,
2015-08-03,
2015-08-04,
2015-08-05,
2015-08-06,
2015-08-07,0.0
2015-08-08,0.11742424242424242
2015-08-09,
2015-08-10,
2015-08-11,
2015-08-12,
2015-08-13,
2015-08-14,0.13636363636363635
2015-08-15,
2015-08-16,
2015-08-17,
2015-08-18,
2015-08-19,
2015-08-20,
2015-08-21,0.5249999999999999
2015-08-22,
2015-08-23,
2015-08-24,
2015-08-25,
2015-08-26,
2015-08-27,
2015-08-28,0.025
2015-08-29,
2015-08-30,
2015-08-31,
2015-09-01,
2015-09-02,
2015-09-03,
2015-09-04,
2015-09-05,
2015-09-06,
2015-09-07,0.1
2015-09-08,0.2
2015-09-09,0.0
2015-09-10,
2015-09-11,
2015-09-12,
2015-09-13,
2015-09-14,0.0
2015-09-15,
2015-09-16,
2015-09-17,
2015-09-18,
2015-09-19,0.125
2015-09-20,
2015-09-21,
2015-09-22,-0.08333333333333333
2015-09-23,
2015-09-24,
2015-09-25,0.0
2015-09-26,0.3333333333333333
2015-09-27,0.0
2015-09-28,
2015-09-29,
2015-09-30,-0.15
2015-10-01,0.034166666666666665
2015-10-02,-0.08888888888888889
2015-10-03,0.5
2015-10-04,
2015-10-05,
2015-10-06,
2015-10-07,
2015-10-08,
2015-10-09,
2015-10-10,
2015-10-11,
2015-10-12,
2015-10-13,
2015-10-14,
2015-10-15,
2015-10-16,
2015-10-17,0.0
2015-10-18,
2015-10-19,
2015-10-20,0.049999999999999996
2015-10-21,
2015-10-22,
2015-10-23,
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,
2015-10-27,0.2
2015-10-28,-0.005555555555555556
2015-10-29,
2015-10-30,0.05277777777777778
2015-10-31,0.0
2015-11-01,
2015-11-02,0.0
2015-11-03,-0.2
2015-11-04,0.0
2015-11-05,
2015-11-06,
2015-11-07,0.025
2015-11-08,
2015-11-09,
2015-11-10,
2015-11-11,
2015-11-12,
2015-11-13,
2015-11-14,
2015-11-15,
2015-11-16,
2015-11-17,0.0
2015-11-18,
2015-11-19,0.25
2015-11-20,
2015-11-21,
2015-11-22,-0.07777777777777779
2015-11-23,
2015-11-24,
2015-11-25,
2015-11-26,0.0
2015-11-27,
2015-11-28,
2015-11-29,
2015-11-30,
2015-12-01,
2015-12-02,
2015-12-03,0.22499999999999998
2015-12-04,
2015-12-05,
2015-12-06,
2015-12-07,
2015-12-08,
2015-12-09,0.06818181818181818
2015-12-10,
2015-12-11,
2015-12-12,
2015-12-13,
2015-12-14,
2015-12-15,
2015-12-16,
2015-12-17,0.16
2015-12-18,
2015-12-19,
2015-12-20,
2015-12-21,
2015-12-22,
2015-12-23,
2015-12-24,
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,
2015-12-29,
2015-12-30,
2015-12-31,
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,
2016-01-05,0.0
2016-01-06,
2016-01-07,
2016-01-08,
2016-01-09,
2016-01-10,
2016-01-11,
2016-01-12,
2016-01-13,
2016-01-14,
2016-01-15,0.005555555555555559
2016-01-16,0.0
2016-01-17,
2016-01-18,0.16666666666666666
2016-01-19,
2016-01-20,
2016-01-21,
2016-01-22,0.7
2016-01-23,
2016-01-24,
2016-01-25,
2016-01-26,
2016-01-27,0.03333333333333335
2016-01-28,
2016-01-29,0.0
2016-01-30,0.0
2016-01-31,
2016-02-01,
2016-02-02,
2016-02-03,
2016-02-04,
2016-02-05,
2016-02-06,
2016-02-07,
2016-02-08,-0.099609375
2016-02-09,
2016-02-10,
2016-02-11,
2016-02-12,
2016-02-13,0.6
2016-02-14,
2016-02-15,
2016-02-16,
2016-02-17,0.25
2016-02-18,
2016-02-19,
2016-02-20,
2016-02-21,-0.09375
2016-02-22,0.0
2016-02-23,
2016-02-24,
2016-02-25,-0.2
2016-02-26,
2016-02-27,
2016-02-28,
2016-02-29,
2016-03-01,
2016-03-02,
2016-03-03,
2016-03-04,
2016-03-05,0.0
2016-03-06,0.1
2016-03-07,
2016-03-08,
2016-03-09,0.705
2016-03-10,
2016-03-11,
2016-03-12,
2016-03-13,
2016-03-14,
2016-03-15,
2016-03-16,0.02500000000000001
2016-03-17,
2016-03-18,
2016-03-19,
2016-03-20,
2016-03-21,
2016-03-22,
2016-03-23,
2016-03-24,
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,
2016-03-29,
2016-03-30,
2016-03-31,0.0
2016-04-01,0.0
2016-04-02,
2016-04-03,
2016-04-04,
2016-04-05,0.1
2016-04-06,
2016-04-07,
2016-04-08,0.0
2016-04-09,0.0
2016-04-10,
2016-04-11,
2016-04-12,
2016-04-13,0.15
2016-04-14,
2016-04-15,
2016-04-16,
2016-04-17,
2016-04-18,
2016-04-19,
2016-04-20,
2016-04-21,
2016-04-22,0.0
2016-04-23,
2016-04-24,
2016-04-25,
2016-04-26,
2016-04-27,
2016-04-28,
2016-04-29,
2016-04-30,
2016-05-01,
2016-05-02,
2016-05-03,
2016-05-04,
2016-05-05,
2016-05-06,
2016-05-07,
2016-05-08,
2016-05-09,
2016-05-10,
2016-05-11,0.0
2016-05-12,
2016-05-13,0.0
2016-05-14,
2016-05-15,
2016-05-16,
2016-05-17,
2016-05-18,
2016-05-19,
2016-05-20,
2016-05-21,
2016-05-22,
2016-05-23,
2016-05-24,
2016-05-25,
2016-05-26,
2016-05-27,
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,
2016-06-01,
2016-06-02,
2016-06-03,
2016-06-04,
2016-06-05,
2016-06-06,
2016-06-07,
2016-06-08,0.1
2016-06-09,
2016-06-10,
2016-06-11,
2016-06-12,
2016-06-13,
2016-06-14,
2016-06-15,-0.2
2016-06-16,
2016-06-17,
2016-06-18,
2016-06-19,
2016-06-20,
2016-06-21,
2016-06-22,
2016-06-23,
2016-06-24,
2016-06-25,
2016-06-26,
2016-06-27,
2016-06-28,
2016-06-29,
2016-06-30,
2016-07-01,
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08,
2016-07-09,
2016-07-10,
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-16,
2016-07-17,
2016-07-18,
2016-07-19,
2016-07-20,
2016-07-21,
2016-07-22,
2016-07-23,
2016-07-24,
2016-07-25,
2016-07-26,
2016-07-27,
2016-07-28,
2016-07-29,
2016-07-30,
2016-07-31,
2016-08-01,
2016-08-02,
2016-08-03,
2016-08-04,
2016-08-05,
2016-08-06,
2016-08-07,
2016-08-08,
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-13,
2016-08-14,
2016-08-15,
2016-08-16,
2016-08-17,
2016-08-18,
2016-08-19,
2016-08-20,
2016-08-21,
2016-08-22,
2016-08-23,
2016-08-24,
2016-08-25,
2016-08-26,
2016-08-27,
2016-08-28,
2016-08-29,
2016-08-30,
2016-08-31,
2016-09-01,
2016-09-02,
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,
2016-09-07,
2016-09-08,
2016-09-09,
2016-09-10,
2016-09-11,
2016-09-12,
2016-09-13,
2016-09-14,
2016-09-15,
2016-09-16,
2016-09-17,0.0
2016-09-18,
2016-09-19,
2016-09-20,
2016-09-21,-0.16666666666666666
2016-09-22,
2016-09-23,
2016-09-24,
2016-09-25,
2016-09-26,
2016-09-27,-0.08333333333333333
2016-09-28,
2016-09-29,
2016-09-30,
2016-10-01,
2016-10-02,
2016-10-03,
2016-10-04,
2016-10-05,
2016-10-06,
2016-10-07,
2016-10-08,
2016-10-09,
2016-10-10,
2016-10-11,
2016-10-12,
2016-10-13,0.0
2016-10-14,
2016-10-15,
2016-10-16,
2016-10-17,
2016-10-18,
2016-10-19,
2016-10-20,
2016-10-21,
2016-10-22,
2016-10-23,
2016-10-24,
2016-10-25,
2016-10-26,
2016-10-27,
2016-10-28,
2016-10-29,
2016-10-30,
2016-10-31,
2016-11-01,
2016-11-02,
2016-11-03,
2016-11-04,
2016-11-05,
2016-11-06,
2016-11-07,
2016-11-08,
2016-11-09,-0.2836805555555555
2016-11-10,
2016-11-11,
2016-11-12,
2016-11-13,
2016-11-14,
2016-11-15,
2016-11-16,
2016-11-17,
2016-11-18,
2016-11-19,
2016-11-20,0.0
2016-11-21,
2016-11-22,
2016-11-23,
2016-11-24,-0.4
2016-11-25,
2016-11-26,
2016-11-27,
2016-11-28,
2016-11-29,
2016-11-30,
2016-12-01,
2016-12-02,
2016-12-03,
2016-12-04,
2016-12-05,
2016-12-06,
2016-12-07,
2016-12-08,
2016-12-09,-0.2
2016-12-10,
2016-12-11,
2016-12-12,
2016-12-13,
2016-12-14,
2016-12-15,
2016-12-16,
2016-12-17,
2016-12-18,
2016-12-19,
2016-12-20,
2016-12-21,
2016-12-22,
2016-12-23,
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,
2016-12-28,
2016-12-29,
2016-12-30,
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,
2017-01-04,
2017-01-05,
2017-01-06,
2017-01-07,
2017-01-08,
2017-01-09,
2017-01-10,
2017-01-11,
2017-01-12,
2017-01-13,0.0
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,
2017-01-18,
2017-01-19,0.0
2017-01-20,
2017-01-21,
2017-01-22,
2017-01-23,
2017-01-24,
2017-01-25,
2017-01-26,
2017-01-27,
2017-01-28,
2017-01-29,
2017-01-30,
2017-01-31,
2017-02-01,
2017-02-02,
2017-02-03,
2017-02-04,
2017-02-05,
2017-02-06,
2017-02-07,
2017-02-08,
2017-02-09,
2017-02-10,
2017-02-11,
2017-02-12,
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16,
2017-02-17,
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,
2017-02-22,
2017-02-23,
2017-02-24,
2017-02-25,
2017-02-26,
2017-02-27,
2017-02-28,
2017-03-01,
2017-03-02,
2017-03-03,
2017-03-04,
2017-03-05,
2017-03-06,
2017-03-07,
2017-03-08,
2017-03-09,
2017-03-10,
2017-03-11,
2017-03-12,
2017-03-13,
2017-03-14,
2017-03-15,
2017-03-16,0.0
2017-03-17,
2017-03-18,
2017-03-19,
2017-03-20,
2017-03-21,
2017-03-22,
2017-03-23,-0.5333333333333333
2017-03-24,
2017-03-25,
2017-03-26,
2017-03-27,
2017-03-28,
2017-03-29,
2017-03-30,
2017-03-31,
2017-04-01,
2017-04-02,
2017-04-03,
2017-04-04,
2017-04-05,
2017-04-06,
2017-04-07,
2017-04-08,
2017-04-09,
2017-04-10,
2017-04-11,
2017-04-12,
2017-04-13,
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,
2017-04-18,
2017-04-19,
2017-04-20,
2017-04-21,
2017-04-22,
2017-04-23,
2017-04-24,0.0
2017-04-25,
2017-04-26,
2017-04-27,
2017-04-28,
2017-04-29,
2017-04-30,
2017-05-01,-0.26666666666666666
2017-05-02,
2017-05-03,
2017-05-04,
2017-05-05,
2017-05-06,
2017-05-07,
2017-05-08,
2017-05-09,
2017-05-10,
2017-05-11,
2017-05-12,
2017-05-13,
2017-05-14,
2017-05-15,
2017-05-16,
2017-05-17,
2017-05-18,
2017-05-19,
2017-05-20,
2017-05-21,
2017-05-22,
2017-05-23,
2017-05-24,
2017-05-25,
2017-05-26,
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,
2017-05-31,
2017-06-01,
2017-06-02,
2017-06-03,
2017-06-04,
2017-06-05,
2017-06-06,
2017-06-07,
2017-06-08,
2017-06-09,
2017-06-10,
2017-06-11,
2017-06-12,
2017-06-13,
2017-06-14,
2017-06-15,
2017-06-16,
2017-06-17,
2017-06-18,
2017-06-19,
2017-06-20,
2017-06-21,
2017-06-22,
2017-06-23,
2017-06-24,
2017-06-25,
2017-06-26,
2017-06-27,
2017-06-28,
2017-06-29,
2017-06-30,
2017-07-01,
2017-07-02,0.03137254901960784
2017-07-03,-0.010464891975308642
2017-07-04,0.00685483870967742
2017-07-05,0.012709868959868961
2017-07-06,0.0025698953823953827
2017-07-07,0.048091405122655126
2017-07-08,-0.02217564155064155
2017-07-09,0.030665081042988027
2017-07-10,0.007143909730116629
2017-07-11,0.04660353535353535
2017-07-12,-0.008600842124778291
2017-07-13,-0.006695102283337577
2017-07-14,0.039383814560701356
2017-07-15,-0.026575783880471368
2017-07-16,0.020386904761904766
2017-07-17,-0.07343304843304845
2017-07-18,0.08550341376730264
2017-07-19,0.03061908770242103
2017-07-20,-0.010663950829045175
2017-07-21,-0.06771838757949869
2017-07-22,0.015023964131106984
2017-07-23,-0.007165525915525922
2017-07-24,0.010200626393808216
2017-07-25,-0.018451178451178454
2017-07-26,0.00399359238644953
2017-07-27,0.02167131844763424
2017-07-28,0.028315696649029984
2017-07-29,0.004647366522366521
2017-07-30,0.060798611111111116
2017-07-31,0.02831730769230769
2017-08-01,-0.0032738095238095248
2017-08-02,0.009250136836343733
2017-08-03,-0.0229185038212816
2017-08-04,-0.01449561956339065
2017-08-05,-0.0056758724814280365
2017-08-06,0.015725220959595956
2017-08-07,-0.010439814814814815
2017-08-08,-0.017621663059163066
2017-08-09,-0.009778138528138526
2017-08-10,-0.05122182365125912
2017-08-11,-0.05335069444444445
2017-08-12,0.013864607614607616
2017-08-13,0.019293236314512914
2017-08-14,-0.01916185666185666
2017-08-15,-0.07936350108225107
2017-08-16,0.04140963203463203
2017-08-17,-0.03380346013324737
2017-08-18,0.017515331890331894
2017-08-19,-0.026833333333333334
2017-08-20,0.03008958633958634
2017-08-21,-0.04182810245310245
2017-08-22,0.027698412698412708
2017-08-23,-0.013536956870290209
2017-08-24,0.02297395248784138
2017-08-25,-0.023960104875283446
2017-08-26,0.03842407293377121
2017-08-27,-0.029496753246753243
2017-08-28,-0.009591543513957305
2017-08-29,-0.04144097222222222
2017-08-30,0.011785331671695312
2017-08-31,-0.042349687349687345
2017-09-01,0.0016729797979797996
2017-09-02,0.018945449391877974
2017-09-03,-0.008466078192640693
2017-09-04,0.019683908045977017
2017-09-05,0.0016121031746031739
2017-09-06,-0.014823589670287777
2017-09-07,-0.005263379408116247
2017-09-08,-0.0250025068271036
2017-09-09,0.04705943362193363
2017-09-10,-0.009362723214285721
2017-09-11,-0.017105841018884495
2017-09-12,0.005558968058968059
2017-09-13,0.030409703001916134
2017-09-14,-0.005508038490894398
2017-09-15,0.013908313908313921
2017-09-16,-0.007775044314396164
2017-09-17,-0.10304447751322747
2017-09-18,0.017443057421505696
2017-09-19,0.053085343830957865
2017-09-20,0.012738862505653557
2017-09-21,0.036134683952144274
2017-09-22,0.05332029082029082
2017-09-23,0.0070157555622671845
2017-09-24,0.05510311447811447
2017-09-25,-0.04220698940159167
2017-09-26,0.021306243631490356
2017-09-27,0.002930470378387046
2017-09-28,-0.06486910168984822
2017-09-29,0.04853583916083917
2017-09-30,-0.009637230221469352
2017-10-01,0.0187534310496267
2017-10-02,0.0010253354003354027
2017-10-03,-0.0032939282939282934
2017-10-04,0.024840128404581528
2017-10-05,-0.015184006008359455
2017-10-06,0.012659231200897875
2017-10-07,-0.0019591097308488572
2017-10-08,-3.8261401897766306e-05
2017-10-09,-0.03305555555555555
2017-10-10,0.004251700680272112
2017-10-11,-0.005557320095363574
2017-10-12,-0.016523898009747066
2017-10-13,0.0015996223758320478
2017-10-14,0.03196924603174604
2017-10-15,0.03535563973063973
2017-10-16,-0.02096018050879162
2017-10-17,-0.06378604497354497
2017-10-18,0.022577519379844972
2017-10-19,-0.06531704490795398
2017-10-20,-0.013786676286676292
2017-10-21,-0.09865545334295331
2017-10-22,0.044289171476671475
2017-10-23,0.0011870348219032462
2017-10-24,-0.08194444444444443
2017-10-25,-0.002438893653516301
2017-10-26,-0.028942186845412672
2017-10-27,0.013761863646973937
2017-10-28,0.00464928300865801
2017-10-29,-0.03817171717171716
2017-10-30,-0.05617304804804805
2017-10-31,-0.07551935864435866
2017-11-01,0.00014914772727272693
2017-11-02,-0.007617866591080874
2017-11-03,0.03446969696969697
2017-11-04,-0.012708818958818953
2017-11-05,0.005615364167995742
2017-11-06,-0.0033045977011494213
2017-11-07,-0.005346700083542187
2017-11-08,0.014923215820822207
2017-11-09,0.03371189525192793
2017-11-10,-0.032841112904672225
2017-11-11,0.013412933684672812
2017-11-12,-0.024076246334310852
2017-11-13,0.020050833640949922
2017-11-14,0.01756570950185081
2017-11-15,0.04295493490095762
2017-11-16,-0.014489296560374986
2017-11-17,-0.00011261261261260921
2017-11-18,0.012758563899868253
2017-11-19,0.033685897435897436
2017-11-20,-0.02527085437710437
2017-11-21,-0.05396843271843272
2017-11-22,0.024461365794699125
2017-11-23,-0.003979903198653204
2017-11-24,0.008733974358974352
2017-11-25,0.023847138047138047
2017-11-26,-0.026432291666666663
2017-11-27,0.03370726495726496
2017-11-28,0.06789830119375574
2017-11-29,-0.021650282587782586
2017-11-30,0.05192212301587301
2017-12-01,0.004187184343434347
2017-12-02,0.12317624505124505
2017-12-03,-0.00844058940468515
2017-12-04,0.013516931750298682
2017-12-05,0.05949878974072522
2017-12-06,-0.02328533891033891
2017-12-07,-0.01275795905483405
2017-12-08,-0.019356261022927698
2017-12-09,0.020319246385422856
2017-12-10,0.029355613425925933
2017-12-11,-0.09818813131313132
2017-12-12,-0.004433106575963718
2017-12-13,0.01747522283850409
2017-12-14,-0.017177689052689054
2017-12-15,0.0048569971486638166
2017-12-16,0.00846545815295815
2017-12-17,0.04138838637306775
2017-12-18,-0.07543939393939393
2017-12-19,0.0398402045820524
2017-12-20,0.0486449489356466
2017-12-21,0.002415900072150072
2017-12-22,-0.01596755313552188
2017-12-23,-0.004475308641975305
2017-12-24,0.015021929824561409
2017-12-25,0.030416666666666668
2017-12-26,-0.013690476190476199
2017-12-27,-0.1520855034722222
2017-12-28,-0.004424533799533795
2017-12-29,-0.035475889850889855
2017-12-30,0.00204034391534392
2017-12-31,0.03605172394945122
2018-01-01,-0.0383101851851852
2018-01-02,-0.007929166666666664
2018-01-03,-0.0045524845524845545
2018-01-04,0.10081219806763285
2018-01-05,-0.010452822976442164
2018-01-06,0.002155205905205909
2018-01-07,0.018305162237453893
2018-01-08,0.0453958268913626
2018-01-09,-0.013872527584648795
2018-01-10,0.014931945947570949
2018-01-11,0.03192982456140351
2018-01-12,0.04288101604278075
2018-01-13,0.01756854256854257
2018-01-14,-0.03220410628019324
2018-01-15,0.014824879227053141
2018-01-16,-0.022774996993746993
2018-01-17,0.02732443482443483
2018-01-18,-0.010876148705096072
2018-01-19,-0.025128676470588224
2018-01-20,-0.016256945204452235
2018-01-21,-0.0016049887442350665
2018-01-22,-0.0018365247333501384
2018-01-23,-0.028005688260152543
2018-01-24,-0.04354313039082456
2018-01-25,-0.00726519754840067
2018-01-26,0.04490300906023903
2018-01-27,0.0422810511902493
2018-01-28,0.023680506234217177
2018-01-29,0.04234532828282828
2018-01-30,0.015426301340935483
2018-01-31,0.04710396825396826
2018-02-01,0.05085541710541712
2018-02-02,0.08145756103730244
2018-02-03,-0.010513468013468016
2018-02-04,0.034273809523809526
2018-02-05,-0.016533919123204843
2018-02-06,0.02824806979636525
2018-02-07,-0.007296927609427609
2018-02-08,0.06493055555555556
2018-02-09,-0.026508136924803586
2018-02-10,-0.01807176992660863
2018-02-11,0.03181186868686869
2018-02-12,0.03345959595959595
2018-02-13,0.04436762949693983
2018-02-14,0.0321267647570041
2018-02-15,0.05948460297418631
2018-02-16,0.05293872053872055
2018-02-17,0.0929300356506239
2018-02-18,0.030906050714518452
2018-02-19,-0.046738630637440166
2018-02-20,0.00775393028024607
2018-02-21,0.019300249169435218
2018-02-22,0.001026012677798394
2018-02-23,0.004362745098039211
2018-02-24,0.02863799560228132
2018-02-25,0.017473587920016496
2018-02-26,-0.004672218213884877
2018-02-27,0.01730415417915418
2018-02-28,0.04268325617283951
2018-03-01,0.09612566137566139
2018-03-02,0.032905618686868685
2018-03-03,0.08699000206143065
2018-03-04,0.0290395638312305
2018-03-05,-0.0621598048941799
2018-03-06,0.0738496225996226
2018-03-07,0.05557642396184063
2018-03-08,0.05818525506025507
2018-03-09,-0.009128186628186631
2018-03-10,-0.022183753318012575
2018-03-11,0.05938161375661375
2018-03-12,-0.043862957173142356
2018-03-13,0.010654401945520366
2018-03-14,0.01659922235023041
2018-03-15,0.006382551160960252
2018-03-16,0.01225969490223876
2018-03-17,0.027199224386724386
2018-03-18,0.03487824675324676
2018-03-19,-0.0025057693531958165
2018-03-20,0.024411461156278236
2018-03-21,0.03526043545574796
2018-03-22,0.049786319486840314
2018-03-23,0.017864767036441718
2018-03-24,0.028020378527042134
2018-03-25,0.0244505957005957
2018-03-26,0.007163018202861951
2018-03-27,-0.07947038670221297
2018-03-28,-0.005338881301678917
2018-03-29,-0.018398424160851055
2018-03-30,0.01675820707070707
2018-03-31,-0.01171316826804631
2018-04-01,-0.041726932341851694
2018-04-02,-0.009634740259740263
2018-04-03,0.010339024683536877
2018-04-04,0.028821846410230247
2018-04-05,0.01276515151515152
2018-04-06,0.01263253567420234
2018-04-07,0.047493961352657016
2018-04-08,0.022717074592074595
2018-04-09,-0.012098811473811472
2018-04-10,0.036033261684303354
2018-04-11,0.03236912312493708
2018-04-12,-0.008876956622967263
2018-04-13,0.010453786082844528
2018-04-14,0.03183953234973644
2018-04-15,0.06729707792207792
2018-04-16,0.004401704115989827
2018-04-17,-0.011396667568542568
2018-04-18,0.020260102986041948
2018-04-19,-0.02771167778980278
2018-04-20,0.05245377886002886
2018-04-21,0.05023866096025187
2018-04-22,-0.013768268768268766
2018-04-23,0.009264287217412213
2018-04-24,0.012737916960300681
2018-04-25,0.027315299914731726
2018-04-26,0.05564266356949284
2018-04-27,-0.005941147059568108
2018-04-28,-0.018209452584452578
2018-04-29,-0.01598959659621424
2018-04-30,-0.0029990660527814913
2018-05-01,-0.004141501419727223
2018-05-02,-0.035177564987347594
2018-05-03,-0.021908952127274034
2018-05-04,0.025258725649350656
2018-05-05,-0.012627767542202068
2018-05-06,0.03638003599210495
2018-05-07,-0.009415199615199618
2018-05-08,0.036394325196408533
2018-05-09,0.07887246852764095
2018-05-10,0.009056838223504886
2018-05-11,-0.02034181096681097
2018-05-12,0.009262265512265512
2018-05-13,0.09398532023532023
2018-05-14,0.11409704184704185
2018-05-15,0.02055555555555556
2018-05-16,0.06386784511784513
2018-05-17,0.010787037037037038
2018-05-18,0.031398036487322194
2018-05-19,0.04680498698161741
2018-05-20,0.028341224747474743
2018-05-21,0.04417752574002575
2018-05-22,-0.02846250971250972
2018-05-23,0.09187735256775956
2018-05-24,0.10212416111225635
2018-05-25,0.04991051822573561
2018-05-26,0.09237848956598958
2018-05-27,-0.025532407407407403
2018-05-28,0.019409575830771485
2018-05-29,0.06755445075757575
2018-05-30,0.1284720453838101
2018-05-31,0.03923489357864358
2018-06-01,0.057524002197297655
